code,group_path,name,has_link
PRCG20_2400750011,総平均>その他産品・製品>窯業・土石製品>ガラス繊維・同製品,ガラス繊維・同製品,True
PRCG20_2400750012,総平均>その他産品・製品>窯業・土石製品>その他のガラス製品,ガラス製加工素材,True
PRCG20_2400750013,総平均>その他産品・製品>窯業・土石製品>セメント,セメント,True
PRCG20_2400750014,総平均>その他産品・製品>窯業・土石製品>耐火物,耐火物,True
PRCG20_2400750015,総平均>その他産品・製品>窯業・土石製品>炭素・黒鉛製品,炭素・黒鉛製品,True
PRCG20_2400750016,総平均>その他産品・製品>窯業・土石製品>研磨材,研削と石,True
PRCG20_2400750017,総平均>その他産品・製品>その他工業製品>タイヤ・チューブ,自動車タイヤ,True
PRCG20_2400750018,総平均>その他産品・製品>その他工業製品>タイヤ・チューブ,特殊車両用・航空機用タイヤ,True
PRCG20_2400750019,総平均>その他産品・製品>その他工業製品>その他のゴム製品,ゴムベルト,True
PRCG20_2400750020,総平均>その他産品・製品>その他工業製品>その他のゴム製品,ゴムホース,True
PRCG20_2400750021,総平均>その他産品・製品>その他工業製品>その他のゴム製品,ゴム製パッキン,True
PRCG20_2400750022,総平均>その他産品・製品>その他工業製品>がん具,がん具,True
PRCG20_2400750023,総平均>その他産品・製品>その他工業製品>運動用品,ゴルフ用具,True
PRCG20_2400750024,総平均>その他産品・製品>その他工業製品>身辺細貨品,ファスナー・スナップ・針,True
PRCG20_2400750025,総平均>その他産品・製品>その他工業製品>時計,時計,True
PRCG20_2400750026,総平均>その他産品・製品>その他工業製品>楽器,楽器,True
PRCG20_2400750027,総平均>その他産品・製品>その他工業製品>筆記具・文具,筆記具・文具,True
PRCG20_2400750028,総平均>その他産品・製品>その他工業製品>その他の製造工業製品,眼鏡枠・レンズ,True
PRCG20_2400750029,総平均>その他産品・製品>古紙>古紙,古紙,True
